"id","profileName","text","date","title","rating","images","helpful","variant:pattern","variant:style"
"R3596CHMS2FFBI","Eric E.","So I finally upgraded my home workstation, and went to this new i9-14900K. It is incredibly fast. I had a Davinci Resolve video project file that I rendered on my old setup, the i7-6850K and it took just over 22 minutes to complete the render. On the new i9, the exact same file was re exported, took just over 8 minutes..! almost a 3x speed increase.! Also, when you speed up footage in Resolve, the old cpu could not play it back smoothly, it would jump and chug like crazy, the new i9, it plays it back sped up 800% no problems and I can actually see how it looks without having to export the entire video clip to see it playback the retimed footage smoothly. Applications open u p much faster too, but that could be more due to the pcie4.0 nvme system drive that is much faster than the previous version nvme I had in the old build. The one thing I do not like about the new cpu, is the number of pci lanes. You only get 20, 16 are pcie5.0 and 4 are pcie4.0. This wont be an issue for most people, but my old cpu had 40 lanes, allowing me to run 3 GPU's at the same time, and YES, I needed them, I use GPU rendering software that can use up to 8 GPU's in one system on one license and every additional GPU speeds up your render times a lot when rendering out 3D sims. With this new cpu, I can only run 2 GPU's and they run at 8x, cause they share the 16x, and that does leave me 4 full pcie4.0 lanes for the system drive. It is not a deal breaker, and the increased speed overall is well worth it. One thing EVERYBODY should be aware of, is these new intel chips have P cores and E cores. Something my old cpu did NOT have. E-cores can severely impact certain software performance. When I booted up the new machine and tried my Ableton DAW  for the first time, I was expecting to be so happy with a performance boost, and the software was literally almost unusable.! The E-cores were slowing the software down so bad, I could barely change settings in the preferences.! It was that bad. I had to install process lasso ( fantastic software that is free if you have never heard of it ) and disable the use of E-cores for Ableton and then it worked very fast and is great.!","Reviewed in the United States on March 19, 2024","Much faster than my previous i7-6850k","5.0 out of 5 stars","","4","Processor","Core™ i9-14900K"
"R388FCDHOQW1RK","CyrixLord","This is a nice processor that I use in a dev box.  I have it air cooled and can play Minecraft with shaders all day on it with my 4080GTX and 128 gigs of memory.  The only issue I have is probably my own fault, in that I learned that intel did that stunt where they introduced P and E cores.  I'm not sure if they are making straight performance core models by the time I write this but if you are a rabid gamer make sure you are getting that type of proc and not this proc.  Still, this proc will do just fine for me as I use this for hyper-v and development work.  I'm sure it will play all the latest games just fine. and If it doesn't I can just pop in a different proc.","Reviewed in the United States on June 23, 2024","This is a good processor, but remember it has E and P cores so thats annoying to find out later.","4.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R18M3Q0DLJ98JB","Yuri","Bueno vengo cambiando de una 12400F a 14600KF y el cambio es notorio estaba teniendo problemas con los cuellos de botella que me generaba en la RTX 4070 ti super y después de varios días con este procesador la fluidez y los FPS subieron mucho (alrededor de 40-80 FPS) obviamente se caliente un poco mas llegando a un máximo de 75C en blender pero en juegos es menor cerca de 65C y todo se siente muy bien.Excelente Procesador para mantener jugando por horas, estoy muy satisfecho con la compra.","Reviewed in the United States on June 23, 2024","Poderosa para gaming","5.0 out of 5 stars","","0","Processor","Core™ i5-14600KF"
"R3L6C1HVSQ4VL1","Pat","Overall this processor has worked well. I have had some minor issues with the PC crashing while playing games and I have not been able to pinpoint root cause. However, after doing some research, I did find that there are known issues with this processor. Had I known this prior to purchasing, I probably would have purchased a cheaper and more stable processor. Do your research prior to purchasing.","Reviewed in the United States on June 23, 2024","Fast but do your research","4.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RAOA33V4BH4AJ","Amazon Customer","Be careful with cooling. Try to keep under 75 celcious, so water cooling is the best option here. Great performance and stability is achieved under 75 degrees. Using it for 3d graphic rendering. 5 stars.","Reviewed in the United States on June 30, 2024","Good CPU.","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R38KO6PSU3IQY6","V91-Bleach","I upgraded from an 8700k to this 14700k nearly 8 years later. Performance-wise, the difference is fairly negligible to me, and that is reflected in the 'real' specs. Going from 6 cores to 20 cores isnt really a 3x+ increase when most of those cores are 'efficiency cores'. User benchmark puts 14700k as only being 47% faster than the 8700k, despite being 8 years and 6 generations apart.The main improvement from my point of view is the reduced idle/casual power use. My UPS tells me that for my 8700k/1070ti system I drew ~0.43 Kw, and my new 14700k/4070ti super draws ~0.31 Kw watching YT, browsing the web (includes fans, monitors, etc).Mostly just wanted more balance for the new graphics card, since that's what does most of the heavy lifting these days anyway. AI image generation/training - GPU, video rendering/editing/transcoding - GPU, even audio processing/correction is done on GPU these days.","Reviewed in the United States on May 3, 2024","Main improvement is lower power cost day-day","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2V5SSL6O74A1F","Esper","In 2020 I made the mistake of switching to AMD. The system I built was so annoying. The fan would increase and decrease speed depending on the load, and it literally made the processor wait for the fan--at least that's how it seemed. Slowed everything down and made a lot of unnecessary noise. With my new Intel-based system, those issues are gone, and I have a lightning fast PC. Learned my lesson about AMD!","Reviewed in the United States on June 9, 2024","Killer Processor","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2DG12MZJ6MF3I","Nonsha","The only reason I knocked down the rating under value for the money is because I feel Intel is charging too much for this product. But hey that's just my opinion. Anyways. Good product. Puts AMD to shame is all ways again in my opinion.","Reviewed in the United States on June 24, 2024","Thumbs Up","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"RGRL7K3DN15BQ","D. Malcolm","The CPU is really strong for both gaming and video-editing/movie creation. Haven't had any issues within the past 6 months I've had this. Never gave any issues, no malfunctions and it never stutters and this is without O.C. the CPU.","Reviewed in the United States on June 13, 2024","Super Strong CPU","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2JSTNENVQQ1Y8","Ben Hayes","Awesome CPU, and an absolute beast!I did not, however, recieve my code for Star Wars Outlaws. Amazon says it's an Intel thing, yet you cannot contact Intel to ask. Any ideas?","Reviewed in the United States on June 17, 2024","Great CPU, no game code included","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R10STU4C63QNGR","Frank","This processor has way better memory controller then my previews 12900k for my DDR4 clocking at 3950 MHz at 15-15-15-30 timing error free. I had heard about the 14900k has crashing issues so far I have no issues with Unreal Engine 5 games, Tekken 8, Battlefield 2042, etc, etc.... My cpu is running 59 GHz all P cores @ 1.35v limited power P1 and P2 @ 253 Watts, therefore, won't over heat and degrade the  silicon of my 14900k,  55° average temperature on gaming with a good cooler MSI MEG Core Liquid S360 - AIO at full speed push and pull fans. All my games runs extremely smooth at high frame rates with no stuttering.","Reviewed in the United States on May 6, 2024","Outstanding Performance","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2M5VTUUWL5M7F","crash","I was afraid to purchase the 14th gen after all the talk of stability issues. When the the Bios fixes were mentioned I took a shot. I'm up and running with the power limits adjusted accordingly.","Reviewed in the United States on June 14, 2024","Runs good after Bios update and adjustments to settings","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R1TXRHZM3BFUV4","Big Spender","Still love Intel despite their lack of anything groundbreaking recently. CPU’s still work great for gaming, this one included. Works right out the box and went perfect with my new MSI motherboard too.","Reviewed in the United States on June 13, 2024","Still an Intel Fan","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"RZY3SH7UMSUEO","Kitt Kavult","Even running at the default 6.1ghz turbo settings the processor is extremely unstable and causes constant crashing.  Only way to stop it is to go in bios and set the core ratio to 57 max for power cores and 43 for efficency cores. Drove me nuts trying to figure out the problem for months also buy a hefty duty power supply if you're buying a 40 series rtx graphics card constant crashing of apps and games from lack of power to the graphics card from even a 1000 watt supply","Reviewed in the United States on May 10, 2024","Unstable at default oc settings on asus motherboard","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1YW2IQD49R1M2","Mike","I was able to get 240fps in CS go and valorant without external GPU.I previously had 6th gen i7 and GTX980. And that couldn't pull this.Lightroom rendering is also good i am able to color correct 100 raw pics in seconds.I didn't expect this performance when i updated.","Reviewed in the United States on May 31, 2024","Best value for power","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2N7G67C83IKXV","Ross","It's a processor. It's like any other processor that processes, only better.It destroys video editing and processor intensive brush strokes in Corel Painter. It has no problem with any kind of processing you can throw at it.Runs hot and causes the cooler to spool up when playing poorly programmed games, but the water cooler is up to the task. Still, it reveals what games are just piles of trash code.Just remember to update your BIOS because it's still a relatively new processor. And stay away from Windows 11.","Reviewed in the United States on May 8, 2024","Oh ya!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R376SSK49RKNZJ","Nick R","I bought this as an upgrade from my trusty i9 10900k. I was worried the performance boost would be marginal but I was pleasantly surprised to get a solid boost on 1440p with my rtx 4080 super. Playing Helldivers 2, my fps went from mid 70s-90s to 120-140s at everything maxed out. Playing VR sims like il-2 and DCS has mostly eliminated little stutters and performance drops. Similarly, MSFS 2020 at ultra settings in populated areas provides a smooth and stable experience. My temps generally stay around 65 to 75 underload/demanding gaming. I have seen brief spikes to 80. I'm using an EVGA CLC 280mm cooler. I may need to reapply thermal paste.","Reviewed in the United States on April 23, 2024","Powerful!","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"RZICJ4S1EBIL2","VeganBiker","I'm using this as a server CPU mostly for the SR-IOV capable GPU stability has been an issue when running windows VM's on proxmox but in light of recent news about mainboard MFG's pushing the CPU too hard out of the box that may be the source of my stability issues as I mostly left the settings OOB for the CPU","Reviewed in the United States on May 8, 2024","Works but not the most stable","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R29UKJBZ9M60GW","T. Keenan","Terrific performer for my needs.  Runs fast and pretty cool","Reviewed in the United States on June 13, 2024","Great processor for a new gaming build","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R2IP7DFHANXOJC","William Gandy","Installation was great! It was my first time building a PC and nothing went wrong!","Reviewed in the United States on June 10, 2024","Couldn't Be Happier","5.0 out of 5 stars","","0","Processor","Core™ i5-14600K"
"R2UX0HTCWQPF8B","jasmine plum","My husband built me a computer from scratch because my old one was to slow for him. The I7 was the last thing I needed. It was easy for him to install. It performs fantastic.","Reviewed in the United States on May 30, 2024","Works great","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R1UNGVPTL3AZ9C","E. ONeill","This 14th generation Intel Core i7 is a powerful and fantastic processor for a desktop gaming build.The product is well packaged with some assembly instructions that are easy to follow. I heartily recommend this computer processor for DIYs and computer enthusiasts.","Reviewed in the United States on May 20, 2024","Intel Core I&-4700K desktop processor","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R1E3BAO30EJJ7R","Ravel","Perfect","Reviewed in the United States on June 19, 2024","Perfect","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RGWWVLEZTYN3L","elviscera","Once they came down in price, I did get a i9-14900K as an ""upgrade"" from a i9-13900KF to  i9-14900K .  It's OK but I can't rave over it.  It is more of an sideways change rather than an upgrade.The i9-14900K is fast but not more so that a i9-13900K.  For me, the Cinebench R23 scores are about the same for 13th versus 14th gen.  Though the i9-14900K appears to run DDR5 more stably and at higher frequencies than the i9-13900K.  Also, the i9-14900K is enabled for XTU AI enable tuning in XTU but it's not that helpful.  I even wonder if it is worth getting a K at all, these CPU's are plenty fast for gaming without overclocking.I did NOT notice a significant improvement in the operating temperatures.  Maybe a slight improvement but I did flush out the cooling system and clean out the water block so I am doubtful that the running temps are better.  Also, I suggest that you NOT let these chips get anywhere near TjMax (100C).  I had one i9-13900KF literally fail due to allowing it to get to TjMax frequently when stress testing.  A second one became slightly flaky.I thought the built in ARC display support of the K version might be helpful since I intended to devote the graphics card to the gaming monitor and use the built-in ARC on a side display.  But as it turns out, it wasn't worth it for me.  If you are gaming with this level of processor, you really need a comparable graphics card but most of them will drive four displays.  IMO, you are better off getting a KF and spending the money so saved on better graphics card.The original asking price was insane, I bought it on a whim on a late night.  On the morning morning after, I had buyers remorse, tried to cancel but could not, so instead, I refused the package.  It took literally 6 months to get a refund.  That was rather irksome.","Reviewed in the United States on April 5, 2024","Possibly better memory support than i9-13900K","3.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RIEUW10WT6VL4","Matias r.","The processor is great and arrived sealed in good condition, however, the cardboard box had no protection and it could easily be damaged if it fell.","Reviewed in the United States on May 5, 2024","Packaging could be improved","4.0 out of 5 stars","","0","Processor","Core™ i5-14600KF"
"R20IUQVDXR3MMQ","Huge Whale","Able to compile rust code way faster now.","Reviewed in the United States on June 6, 2024","Much fast","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RYC07J7PB0OQ0","Les","Like the idea of no onboard video heating up the processor.  The irony is i have a Asus pro art MB 750 model that does the integration of components. My station is primarily used as a work station though it scores well with PC Mark 10 and cinebench. 3D Mark declares the obvious that I need to upgrade my video card from several years ago. The ai over clocking helps in the bench marking significantly. Lot easier to overclock than in the early 2000's on my core 2quad. Enjoying my thermal right air cooler it does a great job for half the cost of my older noctua cooler on my prior haswell i7.","Reviewed in the United States on April 5, 2024","Scores well with cinebench","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R18SSZS024F7DA","Joe","Ooohhhhh boy this is fast and secksy. Maybe the women will love me long time for buying mmmmmm boy Im insecure","Reviewed in the United States on May 25, 2024","Fast and good","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
